"acc_num","ph_num","ph_k_date","mon_data","data_plan_m8","disc_m8","mon_sms","mon_voice","serv_tick_m1to6","serv_tick_m7to8","data_roam","long_d_min","long_d_spend","total_pay","churn","Sample"
869,4763400465,2018-12-05,3.07971605891432,"10GB($65)",5,885.719298165539,24.6475710624386,0.0580047502418731,0.303344507757913,2,24.8352762341846,2.20371399063396,65.496145873865,0,"Validation"
501351,2686481986,NA,3.61088527112083,"10GB($65)",0,1075.37970147358,484.277900904251,0.568550333416991,0.0149258701982841,2,24.8474363474343,1.5125483226314,69.2578266556274,0,"Validation"
654104,303573254,NA,17.2735432056574,"10GB($65)",10,1271.15020557888,211.277369620284,0.125578471111636,0.457407341482603,1,3.68033868091701,0.970195058679639,58.2791557063898,0,"Estimation"
706962,7658226997,NA,2.87083914768273,"10GB($65)",0,1300.20799444528,168.077920860019,0.0470692976405089,0.507400170437631,0,43.6425453110863,3.09575712244435,68.9367916648904,NA,"Holdout"
836372,2039535640,2016-07-05,2.57726612457635,"10GB($65)",10,1157.76307940764,454.415429711436,0.980976447215948,0.0535270947547224,0,20.8129269666266,2.00267483243471,59.1464558160096,0,"Estimation"
464627,7475166592,2018-03-02,2.1887896145301,"10GB($65)",5,596.918507357319,649.511500298572,0.13516078227946,0.0725727951511658,2,4.59385267501466,0.790741668921781,62.3611414969487,0,"Validation"
997066,3873077463,2019-07-13,2.68688503642381,"10GB($65)",5,763.177855298091,127.049223365698,0.109019297689151,0.23063548557924,0,57.4234615854423,3.22379618695165,63.3126354696855,NA,"Holdout"
429686,1039159937,NA,3.14757266266296,"10GB($65)",0,290.231567715069,333.757995091837,0.841555884931599,0.460057738824176,1,49.3653745467172,3.82645970688973,71.5390833714157,1,"Estimation"
932866,1867632481,NA,3.07071335139239,"10GB($65)",10,517.437198913291,386.661265526151,0.203864698792676,0.50572784201408,0,106.835227740979,5.8610357006442,61.0265758495384,0,"Estimation"
837013,5332020939,2019-07-18,8.04508046960638,"10GB($65)",10,528.848853495237,146.577342385115,0.331863502207043,0.028000274974936,0,51.9820745410406,4.16394845595398,61.236865729997,0,"Estimation"
305540,8542945653,2018-04-17,2.37890231978128,"10GB($65)",5,600.492557751746,227.291521046264,0.0939689201507923,0.0692174009212262,1,5.53877031507862,1.10126880439367,64.3174201401572,0,"Validation"
358599,5750996613,NA,3.22613814029341,"10GB($65)",10,928.794873540196,283.597194241812,0.331555715699114,0.291143409702553,0,0.28632535008913,0.157032033953687,57.2824946314442,0,"Estimation"
914038,3383920842,NA,2.55398734583067,"10GB($65)",10,387.399061325497,454.594856463463,0.557922800379848,0.181072786541943,2,42.5868369897962,4.18942594759753,63.4440025995821,1,"Estimation"
476447,1312795595,2018-11-10,2.95214187933418,"10GB($65)",0,318.209045055213,46.9800277764305,0.342695486599079,0.231349373439848,0,29.6098027018805,2.35323611938368,68.7134529612224,0,"Validation"
329634,3004432398,2018-08-26,3.55229583310103,"10GB($65)",10,642.069870019658,881.446214173127,0.35080369801957,0.0122637000823703,5,39.3576859707477,3.36772894262973,62.0555348126002,0,"Estimation"
203706,5910822081,NA,2.92208621662822,"10GB($65)",5,1316.01875927524,439.776118119287,0.694055530225557,0.21615743907423,1,27.7520534537631,3.75483548233086,64.9410047654104,NA,"Holdout"
278410,2379361136,2018-05-01,3.30292197207832,"10GB($65)",0,958.285580115379,143.412611700186,0.116463436270527,0.0389526512315394,2,71.5211438314385,4.64932143380063,72.6973398804319,NA,"Holdout"
278410,4033557996,NA,2.92710870863016,"10GB($65)",5,612.392314421509,197.751945290976,0.127018863333063,0.400655494033849,0,11.1599250302321,1.79844823040152,62.4827922994841,0,"Estimation"
664411,6454382894,2019-03-25,3.69773538099458,"10GB($65)",10,484.515886952353,97.4099388042753,0.447718609391446,0.657735714066876,2,47.2513844872056,3.07849336641144,59.9861716313404,NA,"Holdout"
877629,7628436455,NA,2.84064414808369,"10GB($65)",10,442.965263150835,843.175402832271,0.281165922151596,0.288748102448386,5,6.42327350634584,2.30820529507819,61.5659399548757,0,"Validation"
460921,2836066025,NA,3.72806787399478,"10GB($65)",10,964.699649875373,109.294247116393,0.0576367173635132,0.370173764766961,0,14.8714511282618,1.64790341152178,57.0324372223498,0,"Estimation"
603737,6190963893,2018-06-20,3.66818744608504,"10GB($65)",0,1243.40131136533,497.313032695565,0.0146557332623837,0.0240136768857058,4,23.4646014102911,1.95171471329689,69.6413766787421,0,"Estimation"
278410,6725373975,2019-06-11,3.06689752781894,"10GB($65)",10,1410.22990674393,59.8382138224975,0.615996785420864,0.181224145311327,0,7.28701220398039,0.734464540917515,55.9786439492819,0,"Estimation"
589464,7602900788,2017-09-09,2.47329051472442,"10GB($65)",15,410.415997832392,706.323355168248,0.395603429428997,0.137413288017395,1,22.124780740088,2.53363804997775,54.4334383958351,0,"Estimation"
158787,5837893104,NA,2.27239641774397,"10GB($65)",10,523.562684314784,359.3398279811,0.356548480858165,0.0628047824583797,3,103.39599231769,5.89458655994646,65.1802878560329,NA,"Holdout"
683995,1570621777,NA,2.87712893249021,"10GB($65)",5,350.200421496731,131.807200659448,0.171079384033145,0.0960525242772354,5,66.0218347627368,3.45482735183098,67.7862677630306,NA,"Holdout"
958487,9960091956,2018-12-01,8.00145306078814,"15GB($80)",10,669.947840452005,264.873875882291,0.24897515745968,0.0168925761883377,2,29.3915789962222,3.36018620855945,75.9864777372538,0,"Estimation"
429157,6853104571,2017-08-24,7.59956742784858,"10GB($65)",10,745.157805062035,133.200043558391,0.118246964275349,0.0630669436781081,3,4.11767940480332,0.595140701562236,57.5190726225504,0,"Estimation"
523256,518876086,NA,3.14538077027479,"10GB($65)",5,360.874452678699,393.020569487243,0.317424307241206,0.175650359063755,0,32.9805864943578,1.94574125144608,62.9335547384202,0,"Validation"
701280,9308461251,2019-01-26,3.18911515842038,"10GB($65)",10,892.67933597841,81.7037269909462,0.0140898533368561,0.00224124041925039,1,40.9686424455755,3.69262482791632,59.9171341995453,0,"Estimation"
832001,161258517,NA,3.11696062732914,"10GB($65)",5,931.685509275447,449.363089926939,0.477470593260285,0.0282580273826447,1,19.337632093764,2.47890016552865,64.5979575523594,NA,"Holdout"
371650,140185926,NA,2.80718876348048,"10GB($65)",5,637.443441029416,729.615999228833,0.0721293892475182,0.194196208226014,0,97.4876874807923,5.91863663669141,66.9426213541514,0,"Estimation"
799786,1964223501,NA,7.86888571154293,"10GB($65)",10,490.714951977006,227.667865568835,0.255064682466919,0.295742165053052,0,29.8206523090372,2.77480136585422,58.1480093556147,0,"Estimation"
744920,6498862795,2019-04-10,2.79969127652661,"10GB($65)",5,916.016642424512,341.621446356288,0.0678512195074299,0.0811276406359797,0,14.2121187490056,0.880626590181201,63.5835849906995,0,"Estimation"
41429,7884226469,2018-06-19,2.64794540997938,"10GB($65)",5,780.042224918161,105.776202776154,0.00836722711927107,0.169617389444159,6,25.1573024929568,2.78517848524824,67.2977282497516,1,"Estimation"
591510,7872883546,NA,2.66693528688675,"10GB($65)",10,622.633274181464,140.078922055266,0.306287943967891,0.124128334387986,0,15.9406854051571,2.15402769063809,59.2362397260597,0,"Estimation"
149572,1161262352,2019-06-17,6.50753844741032,"10GB($65)",5,600.005926130029,297.990787670953,0.0110775956381539,0.163759953904177,1,75.88652385059,6.63899843100135,67.9706537800991,0,"Estimation"
888898,9078572032,2019-02-03,2.66256849043383,"10GB($65)",10,116.404135437217,436.989546480407,0.347148712809901,0.416991266046299,1,31.6013511278464,3.99975903186751,61.1391627683754,0,"Estimation"
18325,3713614014,2019-01-28,8.09720716323194,"10GB($65)",5,590.032642456621,113.377412976545,0.0464221778374353,0.306324954299336,6,4.64748467445638,2.10515702619914,65.9099711507849,0,"Estimation"
568482,9640594528,2019-05-04,2.9504927168693,"10GB($65)",5,383.512493549523,226.700999090341,0.12530191767808,0.120612641350018,1,14.9049891981852,2.59399445794238,65.8195811382136,0,"Validation"
662235,3521278791,NA,1.9332952215972,"10GB($65)",10,605.8891769159,579.063388230343,0.0789642907938366,0.17389356752997,1,132.68408706949,8.35627139426663,65.1483949203048,0,"Estimation"
430420,4303589836,2019-01-04,2.17893541756161,"10GB($65)",10,1587.77422275145,607.0169482379,0.36886956122746,0.446684327095217,7,20.2341419484769,2.3083411761197,61.8877011543896,1,"Validation"
802776,609454842,2015-06-03,2.89950016922448,"10GB($65)",10,448.945870731276,188.886781154902,0.0309745911066525,0.870353576227301,0,2.71881932918248,0.64974844487481,56.9083642606744,0,"Estimation"
645292,4640999048,NA,3.45915229660021,"10GB($65)",0,479.908409227602,383.927885087248,0.23930215134641,0.816106688386187,1,21.2283547501654,1.66234701641572,69.7986958759643,0,"Estimation"
482676,2690278487,2018-01-29,2.73304514072883,"10GB($65)",15,635.824736916247,668.906568393229,0.0542832650641931,0.0738371418755114,3,75.0388533422257,4.30871046914116,56.1850529281015,0,"Estimation"
482676,1491285169,NA,3.08833599502417,"10GB($65)",0,928.353490088504,956.270313313401,0.3591680542013,0.00380921542432337,1,94.1306936899796,6.59832258991036,73.7978051463237,NA,"Holdout"
950055,383731280,2016-02-21,3.76900727014219,"10GB($65)",10,680.574948514504,400.2743916857,0.202242572547134,0.989463440418609,1,2.3407461467128,0.369116554240176,57.5845341852996,0,"Validation"
956345,298258927,2019-04-16,1.95539527744347,"10GB($65)",0,847.12637791002,286.727792736452,0.0579623817355866,0.323963901532211,1,3.75468954389084,2.11558826949852,68.8086403598291,0,"Estimation"
21003,4590182230,2019-03-26,2.83213714534063,"10GB($65)",10,1427.27359840424,129.320784869971,0.0287852361854541,0.820385147853909,1,184.583096353392,9.8398623928809,66.2256514775639,0,"Validation"
297737,9263805898,2019-04-25,3.01537861261123,"10GB($65)",10,287.358185323888,423.953044218071,0.04332134718759,0.00263218417248853,0,0.0883021637133325,0.0460987473998872,55.0704223613662,0,"Validation"
837002,1579745552,NA,3.3463339084423,"10GB($65)",5,619.208482154599,447.335788498223,0.0657301157937035,0.00554234580938157,0,2.50752010475196,0.657307736051399,61.3187225052419,0,"Estimation"
294476,9349474636,2019-07-13,2.63548964926757,"10GB($65)",10,848.035008339274,58.2381745571364,0.830335953316521,0.00626470999444643,5,4.46938208160501,2.19713597645992,61.7748331757492,0,"Estimation"
30293,4262978175,2018-06-18,3.09208407055837,"10GB($65)",5,602.206245014942,250.806228159871,0.0712082259928326,0.444734926927915,1,33.6814636839108,2.32310446473152,63.9422977139997,0,"Estimation"
943102,729895670,NA,17.9382835955104,"15GB($80)",10,417.22784977001,328.357370317097,0.0260218029210783,0.246217213445768,6,6.75564086759133,2.06446849151073,77.8077933351613,0,"Validation"
255227,7469922465,2018-03-20,2.82807980582401,"10GB($65)",5,404.76674861685,375.792821957253,0.318935892432927,0.3461679035953,2,19.7166141917888,1.56370336120256,63.6710017089335,NA,"Holdout"
521524,5964719550,2018-01-22,3.81800914416383,"10GB($65)",10,787.683060603967,695.022402536685,0.0181934102077798,0.143068425283669,1,2.15869212575962,1.43307386791567,58.1700565018443,0,"Validation"
377006,6063707896,2018-08-13,2.61873631277388,"10GB($65)",0,418.95894665883,4.13661669899503,0.115105357329453,0.186910148462436,0,64.951984589344,5.27148703856509,72.5894115833883,0,"Validation"
416754,9990602855,NA,7.45635394713102,"15GB($80)",10,254.954347107241,174.268835999405,0.0443656913348844,0.563604416453715,3,0.420189208831642,1.79523699674867,74.3452107014965,0,"Estimation"
537748,3532351781,NA,2.82864699402176,"10GB($65)",10,383.46175252181,81.9347083519014,0.0759285418073117,0.166755886670318,2,14.713765533826,2.27851468246144,59.4724325176073,0,"Estimation"
145650,7326376380,NA,3.10175242642976,"10GB($65)",10,805.110893590853,3.12614310178347,0.0910926605394656,0.463558667839545,7,74.4015274273161,6.34381457377544,65.6808189639052,NA,"Holdout"
330536,958389797,NA,3.61622734020969,"10GB($65)",5,1248.53870206546,179.08878085701,0.205702715952744,0.358914081781637,1,80.1190206363557,5.43530235739541,67.6628464795975,NA,"Holdout"
782453,1909265735,NA,2.6988824030447,"10GB($65)",10,1112.11229268196,220.091819710238,0.325518183054633,0.11525088417359,0,56.8031458554993,3.51247672429959,59.198279845253,0,"Estimation"
482676,8236770614,NA,3.10487075191365,"10GB($65)",10,257.486393778214,745.138161197745,0.0983612134201848,0.128224783869504,0,222.515288192816,11.4582282014887,67.5949404158383,0,"Estimation"
782647,3001374530,NA,3.69813310100862,"10GB($65)",5,173.946190882953,836.681839286995,0.167059166349398,0.267138726527342,1,30.0681642605802,2.76991312233322,63.3745565584061,NA,"Holdout"
916563,1303006291,2019-02-20,2.04778578918459,"10GB($65)",10,370.936297271172,982.661426806499,0.0281244887080165,0.220862005478522,8,54.5281923232575,2.79964930757066,63.8254058810468,0,"Validation"
916563,7957949614,NA,2.83285115175034,"10GB($65)",10,1246.69626410713,44.9329972119806,0.322558397154016,0.0237946807743901,2,34.3117393091919,3.54457423413559,62.1875357167102,0,"Validation"
299054,6445963012,2015-09-17,17.0038365033556,"10GB($65)",5,557.283709135337,267.664327395365,0.0383363638353801,0.19601116015237,6,12.1720388991131,0.972178233212779,65.245148054149,NA,"Holdout"
463483,8774438189,2018-11-24,2.5842872695989,"10GB($65)",15,919.714761732683,6.22980670419864,0.0843787925416088,0.181017683251354,1,6.16698087518718,1.71918789810534,53.3020244772198,NA,"Holdout"
645292,466722998,2018-03-21,1.89093656401425,"10GB($65)",10,307.487046469313,808.056321898783,0.246147295681163,0.0161650717969815,7,27.2963999386082,1.72699161880376,62.6648427077723,0,"Validation"
279624,4212837571,2019-07-14,1.83572126764809,"10GB($65)",0,569.814774834099,346.455547834425,0.441745864627994,0.0626097625041263,0,2.43131206533809,0.343660946785428,65.6497855084329,NA,"Holdout"
623985,9727822833,2016-06-03,2.9389428611617,"10GB($65)",15,1189.58628319548,204.720956533763,0.518568198705681,0.212129454684405,1,12.2216934573812,0.980984685403505,52.1772711211959,0,"Validation"
466660,2362794152,2018-10-15,3.58982387967485,"10GB($65)",10,98.3204429471572,237.810423131842,0.199138396932363,0.108544502971836,3,33.7558786142742,2.16266398176629,61.6620991577631,0,"Estimation"
996222,9744590233,2018-12-31,2.51195951903671,"10GB($65)",5,910.641036920439,355.025460647436,0.473199237909881,0.0683265339266373,5,21.3345591479929,4.31542984462203,68.501429979654,0,"Estimation"
182,4100289637,NA,3.01893394075066,"10GB($65)",5,367.649298497708,543.017713515166,0.258226918943204,0.120674017259791,1,3.89912544842241,0.357061480034388,64.5884858689968,0,"Validation"
703574,5517431953,2018-03-23,1.78767244753321,"10GB($65)",10,911.84083417646,335.746020108444,0.0672332321658309,0.179581278654963,6,8.15896786916625,2.88869653346256,61.9661300501458,0,"Estimation"
175713,3339004220,2015-12-03,17.2319407271214,"10GB($65)",10,562.661897079239,274.419818261508,0.0946630339933838,0.131791944827828,8,26.9366439074146,1.65966232954924,61.6919730059431,0,"Estimation"
680098,8084489956,NA,2.53891969827649,"10GB($65)",0,927.329867856144,161.130321180201,0.584727832150213,0.657243168486052,0,2.43214713875455,1.05073939995873,67.4863799967041,NA,"Holdout"
358599,5602334776,NA,2.8241117181393,"10GB($65)",0,795.858391221761,252.384683316978,0.326427761845552,0.00412019237267176,0,2.28294973629704,1.72844211077505,67.2074790539404,0,"Estimation"
491386,2575058409,2015-12-29,3.11701290872235,"10GB($65)",15,771.532097537778,743.063970570533,0.0543803005823449,0.0405972803811286,0,37.8461519478254,3.95651098886959,55.2581990443799,0,"Estimation"
713504,1393948659,NA,2.80612850230229,"10GB($65)",10,307.154668459473,196.636762537324,0.0413671353692646,0.437866037057902,0,2.05535237101977,1.52096280950786,59.0740209680878,0,"Estimation"
623985,3610704309,2019-02-28,17.3055238775986,"10GB($65)",0,517.366447910079,59.3594766431793,0.170081326366713,0.0699347142412219,0,26.6837807016117,2.38502716978472,68.6553606071409,0,"Validation"
329634,5084484623,NA,2.73033523700718,"10GB($65)",10,626.787115819095,74.3772445764114,0.526261796434284,0.354400840932077,4,68.700312162567,4.568635832426,63.2033853542073,0,"Estimation"
645292,3345185962,2017-08-31,17.931123565376,"10GB($65)",5,874.949669608687,14.064400683959,0.0373353737411431,0.395771816817461,0,33.5083068306072,2.61796545630921,63.2926164982118,0,"Estimation"
5731,9744049943,NA,3.11253019493975,"10GB($65)",5,481.525856263047,241.93587461427,0.409622901620971,0.00850317409490614,5,16.6247847743146,2.35605136184425,66.0599020461391,0,"Validation"
634693,4042962287,NA,7.57086228939265,"10GB($65)",5,657.407446475078,185.554669237737,0.0190048053371746,0.317869163917584,1,14.7574059609007,2.47827680416277,64.8311612913986,NA,"Holdout"
366163,1122500502,2018-03-21,3.34326964038343,"10GB($65)",10,726.288290565019,842.265068210574,0.303600011564989,0.487862472020391,0,26.0373318411855,2.59112612229678,59.8107697700105,0,"Validation"
956345,9170160995,NA,17.5733588035522,"10GB($65)",10,856.521074311255,843.9602222485,0.10428541865572,0.243369684006085,0,15.1891533299789,3.1209778444994,58.9103431954003,0,"Estimation"
278410,7952328173,2018-09-04,3.26194894378325,"10GB($65)",10,552.773113923169,164.194799734145,0.0497457623033482,0.139648834463109,0,99.6675312093729,6.94565861182346,62.4624072748592,NA,"Holdout"
807383,5626904816,NA,17.0888294598003,"15GB($80)",10,726.739908282319,1092.61392236619,0.0141684685197136,0.220171571360192,3,83.3304418005089,5.83759697742865,78.0852635319681,NA,"Holdout"
537748,5557781927,2018-05-04,17.3763129914476,"10GB($65)",5,167.135054885793,287.945647467174,0.558024675926976,0.387386749407502,1,10.0110146781726,1.60965761021833,64.0217254218213,0,"Estimation"
149572,8737910055,2019-07-07,2.69586471691063,"10GB($65)",5,597.779257428537,462.807502094374,0.0544283674722737,0.0341851059503986,0,27.7777783432323,1.56904167225282,64.1962391020644,NA,"Holdout"
943102,686759785,2019-02-28,3.77774188663052,"10GB($65)",0,871.793342923933,412.349179172826,0.256368065753786,0.660236893158414,3,36.1150399342747,4.51210955238186,72.7876297259917,NA,"Holdout"
956345,2013530400,2018-05-26,2.19275257573377,"10GB($65)",5,520.239786681555,191.26953620818,0.0544422797406377,0.027809087176057,2,66.0806509752484,3.72007610952638,67.1018710528296,1,"Estimation"
932023,1766036943,NA,3.73773520583123,"10GB($65)",0,535.48239491536,348.564665601058,0.503662052828925,0.686331081785812,0,47.5059865056066,3.38497959300534,70.1130928568202,0,"Estimation"
917200,9936367993,NA,2.7036359593917,"10GB($65)",5,446.458811218391,85.3251306074895,0.0580969212915552,0.110066402475902,2,6.66742901203697,1.41887944778295,64.0067244304041,NA,"Holdout"
203706,4409318508,2019-01-05,1.95357177617914,"10GB($65)",5,470.164960605058,623.504280862025,0.0840359285688362,0.0717341733230027,4,99.7044003706915,6.0384570360046,69.5652890010812,NA,"Holdout"
837013,1390740466,NA,3.01396898133812,"10GB($65)",0,696.470230130378,509.718480616729,0.220435717621952,0.0973764607059512,1,30.9796413893358,3.3018847152901,69.9543324435893,0,"Validation"
477181,5159707175,NA,8.26967604286994,"10GB($65)",10,1023.29790763155,245.938388281602,0.0268440631557038,0.0819680876377099,4,47.4245425324606,5.72966812287059,64.959432325899,0,"Estimation"
134364,2331527933,2018-02-14,1.5517630777353,"10GB($65)",10,648.980967748559,389.662489422722,0.0201494177842197,0.411533205460706,0,43.1669694845946,2.5524865036605,59.0405967043244,0,"Estimation"
278410,724714491,NA,3.74883856379084,"10GB($65)",0,478.294324901788,82.8168432304954,0.316367751166395,0.0841924647938407,0,0.540618951056422,1.4501124591874,68.6421209279847,0,"Estimation"
464627,3475790610,2018-04-16,2.58731526047647,"10GB($65)",10,751.16812092588,187.973692828636,0.0169077353674493,0.0811098178534743,1,16.121462421867,2.60453975079784,58.4133961376568,0,"Validation"
330435,1038679678,NA,2.73228195675012,"10GB($65)",5,837.138922624301,258.730198136421,0.437162511323749,0.117626623571958,0,6.46301296936354,1.05035348225285,62.0257500934771,0,"Estimation"
785509,9170082238,2018-12-04,17.6822166161744,"10GB($65)",10,631.529855775871,492.230112112024,0.277666359079226,0.338883747191465,3,29.3701409182784,5.24145200650732,64.679825477182,0,"Validation"
175015,4124256891,2017-05-23,1.72888265631291,"10GB($65)",0,634.814759025089,123.491348756829,1.15966888781588,0.0592607553831021,0,3.68301657510201,0.725229013957686,67.1489430264927,NA,"Holdout"
294476,323628690,NA,3.5484192431247,"10GB($65)",0,927.43951757989,71.1108234725136,0.239479538804039,0.016168720680672,0,69.477625060854,4.89109113244558,70.8024335793304,0,"Estimation"
996222,6028955266,NA,2.60305407798705,"10GB($65)",5,193.898704212552,175.491071164095,0.146618018320079,0.415195634540412,3,39.6574183204595,2.32110530828468,64.920108125889,NA,"Holdout"
937598,7823382275,2018-12-09,2.22636480031323,"10GB($65)",0,690.232678827369,271.904354994905,0.168002906207165,0.264517592231082,5,0.714679881994529,0.107950640080952,69.4334406112107,0,"Estimation"
705649,6751208161,NA,16.7194997337752,"10GB($65)",10,921.242067380702,53.43658470653,0.170456960338691,0.00117825295627074,2,1.04257220033031,1.21581444196338,59.8468416859082,0,"Estimation"
753973,7083783522,2019-03-14,16.6731349227775,"10GB($65)",5,819.574346052702,497.707967073638,0.815822016563394,0.17476631481513,0,23.9247280251004,2.37015503273433,63.0924033349458,NA,"Holdout"
872285,7683531383,NA,2.6511843515539,"10GB($65)",5,1342.45757671561,224.542662349018,0.478353258052521,0.256633319473671,0,8.02859493818808,1.04780301805681,62.1338249873198,0,"Estimation"
430683,6178604347,2019-07-21,3.61350975228161,"10GB($65)",10,486.176216232768,167.983379464886,0.60209111829684,0.0675496566878536,1,13.4418849034487,2.37684190719881,58.5063276322236,0,"Estimation"
341329,1529135842,NA,2.34689401503546,"10GB($65)",0,457.752274275382,233.566330664348,0.0514032610936402,0.105834457583712,1,49.9142567536807,3.90729576297302,71.9118257148064,1,"Estimation"
850642,4948305530,2019-05-09,3.03073353498057,"10GB($65)",15,475.043969454753,396.089842960399,1.12147231986741,0.124141696904111,0,4.73589164225248,1.83363865537949,52.675103494434,0,"Validation"
213524,327363431,NA,3.57695207662823,"10GB($65)",10,635.785818372912,924.589234956437,0.295989146569669,0.336100212234221,1,25.393646993332,2.6922116757665,59.7225959281422,0,"Estimation"
419085,3115686136,2019-06-11,3.7591022764388,"10GB($65)",10,774.809423378749,587.159584820099,0.490777048900637,0.205393415690914,1,21.1665188117155,3.33945249188563,61.1177302090789,0,"Estimation"
